REVIEW_INDEX,REVIEW_DATE,REVIEW_RATING,REVIEW_TITLE,REVIEW_BODY,DATE_OF_EXPERIENCE,TRIP_TYPE,REVIEW_CRAWLED_TIME,REVIEWER_NAME,HOME_COUNTRY,ATTRACTION_NAME,ATTRACTION_TYPE,ADDRESS,clean_text
555545170,2018-01-22 00:00:00.000,5,Hello Merlion,Travelling to Singapore is incomplete without a visitng Merion Park The iconic Merlion and the view of Marina Bay sand is perfect.,2018-01-01 00:00:00.000,Family,2020-01-30 01:37:33.098,Jana D,Philippines,Merlion Park,"Art, History & Culture","1 Fullerton Road One Fullerton | Merlion Park, Singapore 049213, Singapore",travel singapore incomplete without visitng merion park iconic merlion view marina bay sand perfect
674113515,2019-05-15 00:00:00.000,5,Not to be missed!,Incredible outdoor and indoor spaces decked with foliage from around the world offset with awesome architecture.,2019-05-01 00:00:00.000,Business,2020-01-25 19:44:52.712,andrewhZ871PM,United Kingdom,Gardens by the Bay,Leisure & Recreation,"18 Marina Gardens Drive | Bayfront Plaza, Singapore 018953, Singapore",incredible outdoor indoor space deck foliage around world offset awesome architecture
354683287,2016-03-12 00:00:00.000,3,"Nice place, better things to do in Singapore","Made a quick visit to Gardens by the Bay - to be honest I was not impressed. Its scenic and interesting from a horticultural perspective, but nothing exceptional here._x000D_
If you do visit then do take the extra ticket and visit both domes - they are the best part about this attraction_x000D_
Centrally located, plenty of transport nearby.",2016-03-01 00:00:00.000,Couples,2020-01-25 18:58:41.039,Jagman2204,India,Gardens by the Bay,Leisure & Recreation,"18 Marina Gardens Drive | Bayfront Plaza, Singapore 018953, Singapore",make quick visit garden bay honest not impressed scenic interest horticultural perspective nothing exceptional herexd visit take extra ticket visit dome best part attractionxd centrally locate plenty transport nearby
399212247,2016-07-30 00:00:00.000,4,Singapore at your feet!,"We went all the way up to the Skypark and the view is amazing! You have the whole city at your feet, you can see the skyscrapers, the gardens etc. The view is simply stunning and a must do when you are in Singapore!",2016-06-01 00:00:00.000,Friends,2020-01-29 14:32:21.041,JGJ89,Germany,Marina Bay Sands Skypark,Leisure & Recreation,"10 Bayfront Avenue | Level 57, Marina Bay Sands Hotel, Singapore 018956, Singapore",go way skypark view amaze whole city foot see skyscraper garden etc view simply stun must singapore
528453503,2017-09-30 00:00:00.000,5,Cloud Forest is very unique,Coupled with the Gardens and the Flower Dome this is a great location to spend a few hours. Inside the Cloud Forest Dome provides a unique insight into this type of ecosystem complete with its own man made waterfalls. The vegetation is so lush and the whole operation is well maintained. There is also a very strong environmental message underlying the whole facility which is great for getting people to think.,2017-09-01 00:00:00.000,Solo,2020-01-29 12:46:50.687,856leoc,Australia,Cloud Forest,Leisure & Recreation,"18 Marina Gardens Drive | 18 Marina Gardens Drive, Singapore 018953, Singapore",couple garden flower dome great location spend hour inside cloud forest dome provide unique insight type ecosystem complete man make waterfall vegetation lush whole operation well maintain also strong environmental message underlie whole facility great get people think
357233052,2016-03-21 00:00:00.000,4,Great place but go later in the afternoon.,We went here late morning midday and had a 6 year old in tow. It was really hot and we later found out if you go later in the afternoon early evening the place has a great light display. If you go with kids during the day take swim suits as there is a water play area which is a great place to cool off.,2016-03-01 00:00:00.000,Family,2020-01-25 16:17:56.570,BecsGNZ,New Zealand,Gardens by the Bay,Leisure & Recreation,"18 Marina Gardens Drive | Bayfront Plaza, Singapore 018953, Singapore",go late morning midday year old tow really hot later found go later afternoon early even place great light display go kid day take swim suit water play area great place cool
461859654,2017-02-22 00:00:00.000,3,"Okay, I Suppose","Impressive building with rooftop outside observation deck. Accessible for a fee of $23 (SGD) Complex includes a casino, hotel and convention center. Easy walk to downtown. If you have time and the weather is nice........I guess so.",2017-02-01 00:00:00.000,Family,2020-01-29 13:21:00.639,Billiken82,United States,Marina Bay Sands Skypark,Leisure & Recreation,"10 Bayfront Avenue | Level 57, Marina Bay Sands Hotel, Singapore 018956, Singapore",impressive building rooftop outside observation deck accessible fee sgd complex include casino hotel convention center easy walk downtown time weather nicei guess
740103748,2020-01-20 00:00:00.000,3,Try the Singapore Zoo,"The Night Safari is not worth 50 SGD if you have ever been on an African Safari. The animals, which may or may not be visible, are mostly viewed from a small tram you are herded onto. They are mostly eating their evening meal or laying about. The demonstration show would be fun for children, but not so much for adults. After doing the above activities and waiting in the long lines we decided not to walk one of the trails so canâ€™t tell you if better animal viewing was possible.",2020-01-01 00:00:00.000,Couples,2020-01-30 15:17:20.797,rkmkdm,United States,Night Safari,Nature & Wildlife,"80 Mandai Lake Road, Singapore 729826, Singapore",night safari not worth sgd ever african safari animal may may not visible mostly view small tram herd onto mostly eat even meal lay demonstration show would fun child not much adult activity wait long line decide not walk one trail canatmt tell well animal view possible
546971833,2017-12-13 00:00:00.000,4,Nice for a good promenade,We add a nice time just pumping around . The place is cute and you can buy whatever you want or eat Chinese food . Nice decoration.,2017-12-01 00:00:00.000,Couples,2020-01-30 12:10:24.954,82Ary2014,Portugal,Chinatown,Precinct & Street,"Crot | Trengganu, Singapore 048942, Singapore",add nice time pump around place cute buy whatever want eat chinese food nice decoration
550824490,2018-01-02 00:00:00.000,4,Good walking !,Great exercise walking up the first few hundred metres of steep slope (though they call it the easy route),2017-12-01 00:00:00.000,Family,2020-01-30 14:24:19.691,LiveWell2010sk,Singapore,Bukit Timah Nature Reserve,Nature & Wildlife,"177 Hindhede Drive Bukit Timah Vhf Station, Singapore 589333, Singapore",great exercise walk first hundred metre steep slope though call easy route
668199455,2019-04-22 00:00:00.000,5,Gardens by the Bay lights Show,"If you are staying in Singapore overnight then you must not miss the Light Show put on in the Gardens by the Bay. This starts at 7.45pm every night and admission is free. The easiest way to get there is by taxi which drops you off at the entrance. The walk in isn't too long and is accessible by everyone. It pays to get there a little early as every man and his dog goes an positions fill up!_x000D_
The lights which are accompanied by music are absolutely fabulous and are not to be missed. If you have the time during your stay the Marina Bay Sands also has a light show which starts at 8pm and 9pm.",2019-04-01 00:00:00.000,Couples,2020-01-25 16:40:54.663,tricky111,Australia,Gardens by the Bay,Leisure & Recreation,"18 Marina Gardens Drive | Bayfront Plaza, Singapore 018953, Singapore",stay singapore overnight must not miss light show put garden bay start pm every night admission free easy way get taxi drop entrance walk not long accessible everyone pay get little early every man dog go position fill upxd light accompany music absolutely fabulous not miss time stay marina bay sand also light show start pm pm
645931480,2019-01-15 00:00:00.000,4,Variety of aquatic animals,Many aquatic animals and creatures can been seen in this place. There are 2 river Safaris. One is cruising in the man made lake and other is Amazon river. Must try both.,2018-12-01 00:00:00.000,Family,2020-01-30 03:43:37.445,202racc,China,River Safari,Nature & Wildlife,"80 Mandai Lake Road Singapore Zoological Gardens, Singapore 729826, Singapore",many aquatic animal creature see place river safari one cruise man make lake amazon river must try
366935363,2016-04-24 00:00:00.000,5,Absolutely beautiful,"Stunning is the best word to describe this temple, would suggest not wearing your best shoes as you need to take them off and leave them outside before entering the temple. Its worth the visit",2016-02-01 00:00:00.000,Business,2020-01-30 00:22:38.130,BusinessTravel1856,United States,Buddha Tooth Relic Temple and Museum,"Art, History & Culture","288 South Bridge Road, Singapore 058840, Singapore",stun best word describe temple would suggest not wear best shoe need take leave outside enter temple worth visit
380833351,2016-06-08 00:00:00.000,3,Not an exciting experience,"Although we heard and read a lot about China town but when we visited it was not exciting. Basically not much clean place, a downtown offering cheap products. Rather at times fake products. If you are looking for the quality, it offers little. If you are looking for a downtown Chinese living experience then you can visit otherwise not.",2016-06-01 00:00:00.000,Couples,2020-01-30 12:27:26.338,Ahmad Z,Pakistan,Chinatown,Precinct & Street,"Crot | Trengganu, Singapore 048942, Singapore",although heard read lot china town visit not excite basically not much clean place downtown offering cheap product rather time fake product look quality offer little look downtown chinese living experience visit otherwise not
526689539,2017-09-23 00:00:00.000,2,Staff train to be review,Was at garden by the bay with kids. Due to my kid curiosity with the plants and he like to feel the plants on display. We hard hard time preventing him from touching it but your staff keep on reminding us to preventing my boy from touching even she know that I am pulling him away from the display. And she keep on following us till we left the display area. I guess garden by the bay will not be our choice to outing for a long time.,2017-09-01 00:00:00.000,Family,2020-01-25 15:21:57.288,marksman09,singapore,Gardens by the Bay,Leisure & Recreation,"18 Marina Gardens Drive | Bayfront Plaza, Singapore 018953, Singapore",garden bay kid due kid curiosity plant like feel plant display hard hard time prevent touch staff keep remind u prevent boy touch even know pull away display keep follow u till left display area guess garden bay not choice out long time
